-1	0.0	51.571873	0	0.0	-1	0	15
-1	0.0	48.133747	0	0.0	-1	0	14
-1	0.0	44.695625	0	0.0	-1	0	13
-1	0.0	41.2575	0	0.0	-1	0	12
-1	0.0	37.819374	0	0.0	-1	0	11
-1	0.0	34.38125	270	0.0	-1	0	10
-1	0.0	30.943125	0	0.0	-1	0	9
-1	0.0	27.505	180	0.0	-1	0	8
-1	0.0	24.066874	270	0.0	-1	0	7
-1	0.0	20.62875	0	0.0	-1	0	6
-1	0.0	17.190624	0	0.0	-1	0	5
-1	0.0	13.7525	0	0.0	-1	0	4
-1	0.0	10.314375	0	0.0	-1	0	3
-1	0.0	6.87625	270	0.0	-1	0	2
-1	0.0	3.438125	180	0.0	-1	0	1
13	0.0	0.0	0	0.0	3	0	0
-1	3.438125	51.571873	0	0.0	-1	1	15
-1	3.438125	48.133747	0	0.0	-1	1	14
-1	3.438125	44.695625	0	0.0	-1	1	13
-1	3.438125	41.2575	0	0.0	-1	1	12
-1	3.438125	37.819374	0	0.0	-1	1	11
-1	3.438125	34.38125	0	0.0	-1	1	10
-1	3.438125	30.943125	180	0.0	-1	1	9
-1	3.438125	27.505	180	0.0	-1	1	8
-1	3.438125	24.066874	180	0.0	-1	1	7
-1	3.438125	20.62875	90	0.0	-1	1	6
-1	3.438125	17.190624	0	0.0	-1	1	5
-1	3.438125	13.7525	90	0.0	-1	1	4
-1	3.438125	10.314375	270	0.0	-1	1	3
-1	3.438125	6.87625	270	0.0	-1	1	2
-1	3.438125	3.438125	180	0.0	-1	1	1
-1	3.438125	0.0	180	0.0	-1	1	0
4324	6.87625	51.571873	180	0.0	-1	2	15
-1	6.87625	48.133747	90	0.0	-1	2	14
-1	6.87625	44.695625	0	0.0	-1	2	13
-1	6.87625	41.2575	0	0.0	-1	2	12
-1	6.87625	37.819374	0	0.0	-1	2	11
-1	6.87625	34.38125	0	0.0	-1	2	10
13	6.87625	30.943125	180	0.0	3	2	9
6557	6.87625	27.505	180	0.0	-1	2	8
8891	6.87625	24.066874	180	0.0	-1	2	7
-1	6.87625	20.62875	90	0.0	-1	2	6
-1	6.87625	17.190624	180	0.0	-1	2	5
6557	6.87625	13.7525	180	0.0	-1	2	4
6557	6.87625	10.314375	180	0.0	-1	2	3
13	6.87625	6.87625	90	0.0	3	2	2
-1	6.87625	3.438125	180	0.0	-1	2	1
-1	6.87625	0.0	180	0.0	-1	2	0
8891	10.314375	51.571873	180	0.0	-1	3	15
8891	10.314375	48.133747	180	0.0	-1	3	14
